exon_id	logit_mean_psi	Retina - Eye	RPE/Choroid/Sclera - Eye	Subcutaneous - Adipose	Visceral (Omentum) - Adipose	Adrenal Gland	Aorta - Artery	Coronary - Artery	Tibial - Artery	Bladder	Amygdala - Brain	Anterior cingulate - Brain	Caudate nucleus - Brain	Cerebellar Hemisphere - Brain	Cerebellum - Brain	Cortex - Brain	Frontal Cortex - Brain	Hippocampus - Brain	Hypothalamus - Brain	Nucleus accumbens - Brain	Putamen - Brain	Spinal cord (C1) - Brain	Substantia nigra - Brain	Mammary Tissue - Breast	EBV-xform lymphocytes - Cells	Leukemia (CML) - Cells	Xform. fibroblasts - Cells	Ectocervix - Cervix	Endocervix - Cervix	Sigmoid - Colon	Transverse - Colon	Gastroesoph. Junc. - Esophagus	Mucosa - Esophagus	Muscularis - Esophagus	Fallopian Tube	Atrial Appendage - Heart	Left Ventricle - Heart	Cortex - Kidney	Liver	Lung	Minor Salivary Gland	Skeletal - Muscle	Tibial - Nerve	Ovary	Pancreas	Pituitary	Prostate	Not Sun Exposed - Skin	Sun Exposed (Lower leg) - Skin	Ileum - Small Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood	Retina - Eye_pred_delta_logit	RPE/Choroid/Sclera - Eye_pred_delta_logit	Subcutaneous - Adipose_pred_delta_logit	Visceral (Omentum) - Adipose_pred_delta_logit	Adrenal Gland_pred_delta_logit	Aorta - Artery_pred_delta_logit	Coronary - Artery_pred_delta_logit	Tibial - Artery_pred_delta_logit	Bladder_pred_delta_logit	Amygdala - Brain_pred_delta_logit	Anterior cingulate - Brain_pred_delta_logit	Caudate nucleus - Brain_pred_delta_logit	Cerebellar Hemisphere - Brain_pred_delta_logit	Cerebellum - Brain_pred_delta_logit	Cortex - Brain_pred_delta_logit	Frontal Cortex - Brain_pred_delta_logit	Hippocampus - Brain_pred_delta_logit	Hypothalamus - Brain_pred_delta_logit	Nucleus accumbens - Brain_pred_delta_logit	Putamen - Brain_pred_delta_logit	Spinal cord (C1) - Brain_pred_delta_logit	Substantia nigra - Brain_pred_delta_logit	Mammary Tissue - Breast_pred_delta_logit	EBV-xform lymphocytes - Cells_pred_delta_logit	Leukemia (CML) - Cells_pred_delta_logit	Xform. fibroblasts - Cells_pred_delta_logit	Ectocervix - Cervix_pred_delta_logit	Endocervix - Cervix_pred_delta_logit	Sigmoid - Colon_pred_delta_logit	Transverse - Colon_pred_delta_logit	Gastroesoph. Junc. - Esophagus_pred_delta_logit	Mucosa - Esophagus_pred_delta_logit	Muscularis - Esophagus_pred_delta_logit	Fallopian Tube_pred_delta_logit	Atrial Appendage - Heart_pred_delta_logit	Left Ventricle - Heart_pred_delta_logit	Cortex - Kidney_pred_delta_logit	Liver_pred_delta_logit	Lung_pred_delta_logit	Minor Salivary Gland_pred_delta_logit	Skeletal - Muscle_pred_delta_logit	Tibial - Nerve_pred_delta_logit	Ovary_pred_delta_logit	Pancreas_pred_delta_logit	Pituitary_pred_delta_logit	Prostate_pred_delta_logit	Not Sun Exposed - Skin_pred_delta_logit	Sun Exposed (Lower leg) - Skin_pred_delta_logit	Ileum - Small Intestine_pred_delta_logit	Spleen_pred_delta_logit	Stomach_pred_delta_logit	Testis_pred_delta_logit	Thyroid_pred_delta_logit	Uterus_pred_delta_logit	Vagina_pred_delta_logit	Whole Blood_pred_delta_logit
GT_20300	-6.776405346138357	0.101622801	0.0	0.096980229	0.05671513	0.079450791	0.007427453	0.033883969	0.031741594	0.086365285	0.119831556	0.062919463	0.183056142	0.202168039	0.199989906	0.037148107	0.068705686	0.14780895	0.081105925	0.147534353	0.090049378	0.148622926	0.123408036	0.063649253	0.122740096	0.380510826	0.18846222	0.41940864	0.0	0.024414579	0.080138654	0.051381087	0.042674642	0.011281205	0.0	0.04274299	0.038023762	0.079720221	0.048691252	0.079391466	0.087151105	0.021710234	0.153667064	0.204994587	0.038735786	0.132783369	0.043049935	0.121589803	0.093198205	0.113201253	0.118512976	0.053603466	1.056543162	0.107892574	0.055932051	0.076698229	0.119749315	0.55078125	0.12451172	-0.66796875	0.671875	0.09814453	0.028686523	-0.49804688	0.25195312	-0.07861328	-0.515625	0.265625	0.08935547	-0.32617188	0.0021972656	-0.06738281	0.76171875	-0.2734375	0.10058594	-0.20996094	-0.15625	-0.107421875	0.24902344	-0.15332031	-0.037353516	-0.2109375	-0.42382812	-0.5234375	0.62109375	-0.24316406	-0.84765625	-0.0021820068	-0.2578125	-0.625	-0.37695312	0.33984375	-0.23632812	0.040283203	0.072753906	-0.59375	0.0107421875	0.40234375	0.765625	-0.3203125	-0.7578125	-0.022827148	0.32617188	-0.09375	-0.4765625	0.61328125	0.55078125	-0.31835938	-0.06591797	0.49023438	0.29492188	0.5625	-0.17089844
GT_20986	1.8240269028895568			49.16666009		86.66014427			88.19444444		89.63890895	84.53185235	90.90191321	72.6739339	87.92892157	84.30247967	89.39092646	92.93745167	87.47076407	88.97476788	88.8030888	93.33702824	91.10901598	71.54915591					100.0	89.56640786	91.15387115			85.97811218	96.4188385					96.78076043			81.2053885			83.74957788	84.22619048	74.33862434	83.41346154				95.87305598	68.9749826			100.0	0.5390625	0.11230469	-0.64453125	0.6796875	0.099609375	0.03515625	-0.484375	0.26757812	-0.07324219	-0.53125	0.24316406	0.100097656	-0.33398438	-0.0063476562	-0.06640625	0.7421875	-0.28515625	0.08886719	-0.19921875	-0.16992188	-0.095703125	0.22949219	-0.15429688	-0.0154418945	-0.20703125	-0.41992188	-0.53515625	0.6015625	-0.23828125	-0.83984375	0.008178711	-0.2578125	-0.59765625	-0.33789062	0.32617188	-0.22070312	0.04711914	0.076660156	-0.6015625	0.0012130737	0.3828125	0.7578125	-0.34570312	-0.71484375	-0.019042969	0.31054688	-0.063964844	-0.47070312	0.609375	0.54296875	-0.3046875	-0.067871094	0.49609375	0.30078125	0.5625	-0.17480469
GT_21301	4.187537389093275	98.35085389	99.33415782	98.24469902	98.3597175	99.12686294	98.37494877	98.43965197	98.29197205	99.23196288	99.00738153	98.66709134	98.52329241	96.47679341	96.15178746	98.6660399	98.49254248	98.4151611	98.95189098	98.8205944	98.77672483	98.680754	98.57600628	98.29053499	98.92838792	98.73774196	99.07912812	98.18133852	99.10011479	98.39795065	98.78229012	98.47076046	98.76399065	98.59430931	99.04524896	97.98113455	98.70393914	98.1028167	98.64189483	98.09672361	99.11016656	99.09052231	97.79754402	98.42033129	98.73037072	98.82282371	98.240648	98.13630441	98.37465912	98.46626162	98.51665103	98.67668462	98.34034435	98.66530039	98.55808984	98.11575406	98.32175159	0.52734375	0.13378906	-0.58984375	0.63671875	0.11669922	-0.017089844	-0.47460938	0.26757812	-0.068359375	-0.53515625	0.23046875	0.09082031	-0.390625	-0.012817383	-0.029907227	0.7421875	-0.28710938	0.047851562	-0.19335938	-0.15820312	-0.024047852	0.23828125	-0.13867188	-0.017333984	-0.20214844	-0.4453125	-0.5	0.62890625	-0.29296875	-0.79296875	-0.0033721924	-0.27539062	-0.58984375	-0.33203125	0.31054688	-0.23242188	0.07080078	0.072753906	-0.6171875	0.00289917	0.33984375	0.7578125	-0.39257812	-0.7421875	0.0053100586	0.31054688	-0.087402344	-0.48242188	0.62109375	0.515625	-0.32226562	-0.056884766	0.50390625	0.31640625	0.59765625	-0.20117188
GT_21394	3.8472108187008094	96.73982747	98.05771647	98.70350537	97.73956772	97.92875664	97.29459854	97.42820393	97.70149952	98.33152361	97.83112037	97.98238551	97.04593489	98.51992553	98.15137604	97.87650121	98.41512329	97.46041722	97.44499245	97.7215598	95.77748935	96.6774	96.47042879	98.8155948	99.21915325	98.6357121	98.49144478	97.63901562	100.0	97.87793127	98.70860117	97.99428262	98.3556764	97.94569212	99.37496853	96.8809168	97.63238273	98.30109767	96.99986806	97.02989382	98.867671	98.27276774	97.48294246	95.62998888	98.20727797	97.50692484	97.77618027	98.38529334	98.55882448	98.72255405	99.07732269	98.08505192	98.82718099	97.20131488	97.59444072	97.03014219	98.56941026	0.5546875	0.14160156	-0.6171875	0.65234375	0.1171875	0.021362305	-0.50390625	0.24804688	-0.06542969	-0.53515625	0.24511719	0.09472656	-0.38671875	-0.03149414	-0.06225586	0.734375	-0.28320312	0.07128906	-0.1875	-0.17285156	-0.084472656	0.22558594	-0.14648438	-0.008850098	-0.19238281	-0.44335938	-0.5078125	0.6015625	-0.25195312	-0.81640625	0.021118164	-0.26171875	-0.6171875	-0.35351562	0.33398438	-0.23535156	0.05517578	0.09423828	-0.58203125	0.0061950684	0.36914062	0.7734375	-0.35742188	-0.734375	-0.017333984	0.31445312	-0.09082031	-0.46484375	0.6171875	0.546875	-0.3203125	-0.045654297	0.48828125	0.2890625	0.57421875	-0.18554688
GT_21462	-4.498541862060014	0.342431507	0.0	0.760037387	1.490259944	0.243902439	2.050423352	0.92273252	1.239294876	0.0	0.765303571	0.595765807	0.549661506	0.39975392	0.807441163	1.189164129	0.188679245	0.609764228	0.734143634	0.506252333	0.39369685	0.0	0.450445946	1.127494484	0.0	0.0	0.436103654	1.68547191	5.754221649	1.250694804	1.589084773	1.067968418	1.271672075	1.059688633	0.586837747	1.565202567	0.634971018	1.029429338	3.105501199	1.009387799	1.091822905	1.608901351	1.459446114	1.806881423	1.570892493	1.249941138	0.850486061	1.232043306	0.762096297	1.168863852	0.945786005	1.434858376	1.239086273	1.261840123	2.333990429	1.912245874	2.27360457	0.53125	0.13378906	-0.609375	0.64453125	0.107910156	-0.016479492	-0.484375	0.26757812	-0.071777344	-0.52734375	0.24121094	0.09082031	-0.375	-0.007293701	-0.03491211	0.75390625	-0.28515625	0.05908203	-0.1953125	-0.15039062	-0.037353516	0.24804688	-0.14257812	-0.026977539	-0.20507812	-0.43945312	-0.51171875	0.63671875	-0.28710938	-0.80859375	-0.0049743652	-0.27734375	-0.6015625	-0.34765625	0.31835938	-0.23730469	0.061279297	0.071777344	-0.6171875	0.005645752	0.35546875	0.7578125	-0.37890625	-0.75390625	-0.0035552979	0.31835938	-0.10107422	-0.48242188	0.62109375	0.5234375	-0.32421875	-0.061279297	0.50390625	0.3125	0.58984375	-0.19921875
GT_21471	-4.704445694203148	0.0	0.384615385	1.03198323	0.68436151	0.852267045	0.97954934	0.824205062	0.803624392	1.317856598	0.0	1.176470588	1.225492647	0.107758621	0.206210406	0.0	0.0	0.467285047	0.294123529	0.373130597	1.773383553	0.0	0.0	1.250522069	9.999977778	2.127659574	0.987818784	0.0	1.063787234	0.436067792	0.443025272	1.022767484	0.546020635	0.495283458	0.561797753	0.504385088	0.604836694	0.791523652	0.819672131	0.551292716	1.479295858	1.004113189	1.003933855	0.598278684	0.717094166	0.173611111	0.421054737	0.918317	0.981595222	0.904975113	0.331122517	0.687285223	1.683879792	0.521622455	0.76557361	0.697210159	2.654867257	0.53515625	0.1484375	-0.5859375	0.6328125	0.12060547	-0.016723633	-0.484375	0.2578125	-0.07128906	-0.5390625	0.23046875	0.09082031	-0.40625	-0.0234375	-0.034179688	0.7421875	-0.28320312	0.04296875	-0.19433594	-0.15917969	-0.02722168	0.23925781	-0.13574219	-0.01184082	-0.18945312	-0.45117188	-0.49414062	0.625	-0.29296875	-0.7890625	0.0022125244	-0.27929688	-0.59375	-0.34179688	0.31445312	-0.23242188	0.07470703	0.07421875	-0.609375	0.0033416748	0.34179688	0.76171875	-0.39453125	-0.75	0.005340576	0.30664062	-0.09375	-0.4765625	0.625	0.5234375	-0.328125	-0.052001953	0.5	0.31054688	0.6015625	-0.19824219
GT_21893	6.098668746791407	100.0	100.0	99.79591837	100.0	99.86225758	100.0	100.0	100.0		99.9109528	99.81386318	99.95464288	99.33369466	99.61617148	99.80238734	99.82347889	99.78186952	99.70556162	99.87808619	99.84623129	99.58975688	99.95102644	98.97624897	99.87804939		100.0			99.6031746	100.0	100.0	100.0	99.78813771		99.3173546	99.73357016		100.0	99.87405542	100.0	99.83434106	99.78240253	100.0	100.0	99.58181931	100.0	99.45512215	100.0	98.42275211	99.83870968	100.0	99.41464748	99.87509907	98.7545018	100.0	100.0	0.55078125	0.1640625	-0.59375	0.6171875	0.123046875	-0.026733398	-0.49804688	0.23535156	-0.07714844	-0.53515625	0.24902344	0.0703125	-0.41601562	-0.025024414	-0.036621094	0.75	-0.265625	0.057128906	-0.19921875	-0.14648438	-0.032958984	0.2421875	-0.13769531	-0.01940918	-0.1875	-0.45117188	-0.47851562	0.640625	-0.2890625	-0.78515625	-0.00021839142	-0.27929688	-0.61328125	-0.37890625	0.328125	-0.24902344	0.060546875	0.078125	-0.6015625	0.016967773	0.34960938	0.76953125	-0.37890625	-0.79296875	-0.0064086914	0.31835938	-0.12402344	-0.47070312	0.625	0.53125	-0.34375	-0.04638672	0.49023438	0.29882812	0.59375	-0.203125
GT_22061	4.510872928379527	97.63062946	98.81770161	98.61182794	99.22714658	98.67423828	99.05778938	98.75521192	98.80185324	100.0	99.67615772	99.68320203	98.7543597	99.4214407	98.72576702	98.84834934	98.99688319	98.91124453	98.92673708	98.6518633	98.93657684	99.36903707	99.01887464	98.67804324	98.84848092	99.35899501	98.5935524	96.6856733	98.13128687	99.2171186	98.86264758	98.62741788	98.37663874	99.06342263	100.0	99.29249711	99.54320482	98.04332304	99.29905877	98.93806354	98.80567008	99.5936924	98.89416639	99.29432176	99.24832901	98.97720893	98.93144256	98.75719556	98.58772001	98.6936498	99.11619764	98.32166325	98.80953148	98.69731792	99.13977272	99.04348535	99.163562	0.54296875	0.12988281	-0.63671875	0.65625	0.103515625	0.007293701	-0.48632812	0.265625	-0.08154297	-0.5234375	0.2578125	0.09716797	-0.34765625	-0.0005950928	-0.05078125	0.7578125	-0.28320312	0.078125	-0.203125	-0.15722656	-0.067871094	0.25585938	-0.14941406	-0.038330078	-0.20996094	-0.43554688	-0.51953125	0.62890625	-0.26757812	-0.828125	-0.0037994385	-0.2734375	-0.609375	-0.36328125	0.328125	-0.23730469	0.053710938	0.07324219	-0.609375	0.011230469	0.37890625	0.7578125	-0.3515625	-0.76171875	-0.010131836	0.3203125	-0.09472656	-0.484375	0.6171875	0.5390625	-0.32226562	-0.06298828	0.50390625	0.30664062	0.58203125	-0.18261719
GT_22275	-6.668196549492275	0.0	0.090588768	0.172756526	0.096248128	0.207484508	0.060883079	0.056641402	0.088666092	0.0	0.086301593	0.086363406	0.048912808	0.033405021	0.028875608	0.055298591	0.025393738	0.050742958	0.045117324	0.026450243	0.02339795	0.07718581	0.029169776	0.268350313	0.308083823	0.769145239	0.129018212	0.6431163	0.0	0.071976084	0.07279186	0.070811927	0.109391338	0.038448569	0.0	0.07401865	0.064401143	0.138348497	0.282337248	0.156667026	0.190006588	0.218113228	0.082412606	0.071983529	0.104467409	0.073487588	0.107859614	0.224528644	0.257736543	0.171554793	0.081599701	0.12249107	0.277056095	0.09632582	0.039010752	0.060530873	0.340869563	0.546875	0.12988281	-0.65234375	0.66015625	0.104003906	0.01171875	-0.49023438	0.25390625	-0.083496094	-0.51953125	0.26367188	0.08642578	-0.34179688	-0.0016479492	-0.056396484	0.76171875	-0.2734375	0.09082031	-0.20800781	-0.14746094	-0.0859375	0.25195312	-0.15234375	-0.040771484	-0.20507812	-0.42578125	-0.515625	0.625	-0.26171875	-0.8359375	-0.0053710938	-0.26953125	-0.6171875	-0.37890625	0.33398438	-0.2421875	0.04663086	0.06933594	-0.6015625	0.011230469	0.38671875	0.7578125	-0.33398438	-0.76953125	-0.018920898	0.32421875	-0.099609375	-0.4765625	0.609375	0.54296875	-0.32421875	-0.061279297	0.49609375	0.296875	0.5703125	-0.17675781
GT_22955	4.621843494542548	100.0	100.0	99.7567832	99.28548751	99.5049505	99.36675083	99.56077818	99.62718242	100.0	81.37211398	94.93347068	99.76197661	99.66903617	99.5948954	99.89729712	100.0	96.59908815	97.70783153	96.57711259	100.0	100.0	98.25272144	99.60562454	100.0		99.96078468	100.0		99.11509106	99.3870091	99.51386478	99.70836229	99.74356675	100.0	99.22332994	99.87152969	100.0	100.0	98.35645094	99.81617647	99.21584016	99.92151967	100.0	100.0	100.0	99.12731963	98.77911509	99.4366288	99.45456179	99.08256422	99.03288862	99.73804846	99.79319281	99.93909562	99.8054465	98.31460955	0.55859375	0.14453125	-0.62109375	0.65234375	0.11621094	0.018676758	-0.50390625	0.24316406	-0.06738281	-0.5390625	0.24707031	0.09326172	-0.38671875	-0.032470703	-0.0625	0.73828125	-0.28125	0.07128906	-0.19140625	-0.17089844	-0.0859375	0.23144531	-0.14355469	-0.005584717	-0.19726562	-0.43945312	-0.51171875	0.60546875	-0.24804688	-0.81640625	0.014892578	-0.25976562	-0.6171875	-0.35742188	0.33203125	-0.23535156	0.05419922	0.091796875	-0.5859375	0.0035705566	0.37304688	0.77734375	-0.359375	-0.73828125	-0.016479492	0.31835938	-0.08886719	-0.46679688	0.6171875	0.55078125	-0.32226562	-0.045654297	0.48632812	0.28125	0.5703125	-0.1796875
GT_23176	-1.3593184171378545	13.71807938		1.351351351	0.0	6.664957703	3.125	1.5625	0.510204082		34.84283487	45.75945494	51.07563924	66.27222738	56.33426444	47.44936206	52.21005428	38.00040231	77.19243584	25.64904914	49.56139347	24.44579526	76.57193317	5.668449198	0.0		0.0		0.0	39.43183333		25.40229885	4.892473118	16.5980368		56.66701212	36.03316327	0.0		2.140437693	7.878787879		2.003205128	0.652178261	2.820201319	7.297525522	2.498772705	0.0	13.63636364		0.0	21.3501292	7.81793652	10.58148901	0.0	4.347826087		0.5546875	0.1328125	-0.66015625	0.66015625	0.103027344	0.015991211	-0.5	0.25195312	-0.08496094	-0.5234375	0.265625	0.08496094	-0.33984375	-0.0004749298	-0.061279297	0.765625	-0.27148438	0.09472656	-0.2109375	-0.15136719	-0.09326172	0.25195312	-0.14941406	-0.04296875	-0.20605469	-0.42773438	-0.51953125	0.62890625	-0.2578125	-0.83984375	-0.008361816	-0.26367188	-0.6171875	-0.38671875	0.34179688	-0.24121094	0.042236328	0.071777344	-0.59765625	0.010864258	0.39453125	0.76171875	-0.33007812	-0.77734375	-0.02355957	0.32617188	-0.10253906	-0.47851562	0.6171875	0.546875	-0.32617188	-0.06347656	0.49414062	0.29492188	0.56640625	-0.17578125
GT_24398	2.1305237350137456												94.16283717			95.59294872	82.22222222	100.0			100.0																												65.21477843				88.49151606					0.55078125	0.15429688	-0.57421875	0.62109375	0.12695312	-0.008728027	-0.49804688	0.24511719	-0.05883789	-0.55078125	0.22558594	0.08300781	-0.4375	-0.048339844	-0.044189453	0.71875	-0.28320312	0.039794922	-0.1796875	-0.16894531	-0.032470703	0.21484375	-0.13574219	0.009155273	-0.18457031	-0.45703125	-0.49414062	0.609375	-0.28125	-0.77734375	0.010009766	-0.26757812	-0.60546875	-0.33984375	0.31835938	-0.23925781	0.07080078	0.09033203	-0.58984375	0.0010528564	0.3359375	0.77734375	-0.3984375	-0.7421875	-0.0009994507	0.30859375	-0.09423828	-0.46484375	0.625	0.53125	-0.328125	-0.037109375	0.49023438	0.29492188	0.59375	-0.203125
GT_24969	4.909509646092869	100.0	98.8922438	98.53193423	99.66962103	99.37328817	98.62196945	100.0	99.73900987	100.0	100.0	98.07692308	100.0	100.0	100.0	100.0	100.0	96.92863595	100.0	100.0	100.0	100.0	100.0	99.27853293	99.40864081	99.34772978	99.64104297	100.0		99.38439836	97.1714557	99.46731601	98.50146838	100.0	100.0	99.15519399	99.13163775	100.0	98.52910112	98.38644434	99.28515489	96.67760477	99.48517447	99.62187183	98.47490975	100.0	100.0	97.77249002	99.23355234	97.76474421	98.58408724	97.90049977	99.90430448	99.29532188	99.62685821	100.0	98.8653115	0.5390625	0.11669922	-0.6640625	0.66796875	0.09667969	0.0126953125	-0.48242188	0.26367188	-0.08691406	-0.515625	0.25976562	0.088378906	-0.3125	0.018920898	-0.05078125	0.76953125	-0.27734375	0.09472656	-0.2109375	-0.14453125	-0.08496094	0.2578125	-0.15429688	-0.05029297	-0.21191406	-0.41796875	-0.52734375	0.6328125	-0.26171875	-0.84765625	-0.014343262	-0.26953125	-0.60546875	-0.37304688	0.328125	-0.23339844	0.04321289	0.0625	-0.61328125	0.010620117	0.39257812	0.75	-0.33203125	-0.765625	-0.014160156	0.32226562	-0.09472656	-0.48046875	0.609375	0.5390625	-0.31835938	-0.07714844	0.5	0.30859375	0.56640625	-0.17382812
GT_25187	6.273580658385235	100.0	99.97623143	99.81843563	99.83463912	99.77945203	99.83124938	99.84647342	99.80368745	99.84510844	99.794057	99.53081262	99.84904098	99.92795461	99.62686222	99.76595688	99.79994197	99.68770448	99.74353076	99.79351627	99.55595897	99.48287003	99.94813278	99.81744488	99.60630315	99.39759036	99.84110642	100.0	99.83445587	99.80279456	99.80959765	99.83204066	99.80885253	99.81630627	99.84368004	99.84418376	99.83854088	100.0	99.89909778	99.8300219	99.68275633	99.81295985	99.79838653	99.90249726	99.8715895	99.82341434	99.86488776	99.82034158	99.79350459	99.91847182	99.89192696	99.89901323	99.82845158	99.86121445	99.86122054	99.85078378	99.9162116	0.5546875	0.18164062	-0.55078125	0.60546875	0.12988281	-0.030029297	-0.5078125	0.23535156	-0.061035156	-0.546875	0.23535156	0.075683594	-0.45898438	-0.0546875	-0.032958984	0.7265625	-0.27148438	0.029785156	-0.19238281	-0.16601562	-0.019165039	0.22265625	-0.12890625	0.0017242432	-0.16894531	-0.47265625	-0.45898438	0.625	-0.296875	-0.75	0.019897461	-0.28125	-0.609375	-0.36132812	0.32421875	-0.24511719	0.07861328	0.092285156	-0.58984375	0.017700195	0.33203125	0.77734375	-0.40234375	-0.76953125	-0.0035095215	0.30859375	-0.12158203	-0.4609375	0.6328125	0.52734375	-0.34765625	-0.029907227	0.48632812	0.296875	0.61328125	-0.21777344
GT_25475	-5.268915011215303	0.081173647	0.275917879	0.203484303	0.592461432	0.383905198	0.228965159	0.643475963	0.434604605	0.0	0.417884329	0.178375945	0.337497792	0.615320206	0.604516526	0.469729328	0.232377093	0.451139209	0.327656577	0.451195229	0.817021797	0.520567551	0.314307386	0.292686768	1.40649533	3.739514971	0.467924884	0.0	0.0	0.803722848	0.297152367	0.289480461	0.918172444	0.380022419	0.0	0.134050938	0.390915707	0.485436893	0.466320693	0.303244685	0.53101093	0.393668441	0.325146777	0.442477825	1.087589005	0.106385106	0.428264454	0.607699729	0.649120196	0.6213421	0.701858208	0.713323411	1.394025602	0.719686338	0.289961311	0.346352225	0.373139303	0.5546875	0.13085938	-0.640625	0.6640625	0.11035156	0.02746582	-0.49609375	0.25390625	-0.07421875	-0.52734375	0.24609375	0.10107422	-0.35546875	-0.0138549805	-0.06542969	0.73828125	-0.28515625	0.076660156	-0.19335938	-0.16992188	-0.095214844	0.234375	-0.14941406	-0.01928711	-0.20117188	-0.43359375	-0.51953125	0.6015625	-0.24707031	-0.83203125	0.011230469	-0.2578125	-0.609375	-0.35546875	0.33203125	-0.22753906	0.051513672	0.08642578	-0.58984375	0.0066833496	0.38085938	0.765625	-0.34570312	-0.73046875	-0.0154418945	0.3125	-0.083984375	-0.47070312	0.61328125	0.546875	-0.3125	-0.055419922	0.49023438	0.29296875	0.57421875	-0.17382812
GT_25580	-4.61795937251932	1.028478173	2.165192915	0.690355741	1.343038054	1.577604707	1.00843159	0.781344062	0.352114496	0.0	2.190194193	1.9283728	1.886122827	0.336998046	0.479841857	1.071576581	0.888559546	0.875104297	1.118949563	1.326279154	1.856578436	1.031292164	0.957108635	0.806963873	1.011494253	1.910931079	0.421090864	0.0	0.0	0.49188245	0.811956383	0.504786145	0.528440323	0.619755491	0.399976	0.846945164	1.311204751	0.628798261	0.458003342	1.102176652	0.670277489	4.665414389	3.508638027	0.372026004	0.599372504	0.491999445	0.599124506	0.354544216	0.41604884	0.835555106	1.700573635	0.800147999	0.741069812	0.257019354	0.498503549	0.547301961	0.942284935	0.5390625	0.109375	-0.671875	0.68359375	0.08984375	0.03125	-0.47851562	0.27734375	-0.08105469	-0.51953125	0.25390625	0.10595703	-0.3046875	0.012756348	-0.06201172	0.76171875	-0.28710938	0.09033203	-0.20117188	-0.15917969	-0.099609375	0.25	-0.15820312	-0.040039062	-0.21386719	-0.41601562	-0.546875	0.6171875	-0.24804688	-0.86328125	-0.006652832	-0.25976562	-0.60546875	-0.3515625	0.33007812	-0.22558594	0.049072266	0.068847656	-0.609375	0.0064086914	0.39453125	0.75390625	-0.33203125	-0.734375	-0.0107421875	0.31640625	-0.076660156	-0.48242188	0.60546875	0.5390625	-0.3046875	-0.080566406	0.5078125	0.30664062	0.5625	-0.16503906
GT_26184	-4.99814953705262	0.688623967	0.437338416	0.584085798	0.696845211	0.415380521	0.602368145	0.56082343	0.53566095	0.0	0.999902963	0.690552876	0.503371536	0.384774804	0.318933378	0.522326981	0.872200392	0.689721929	0.736716338	0.70476845	0.701125362	0.441397715	0.598625089	0.662848247	0.314798531	0.0	0.32626757	0.0	0.657894737	0.494850931	0.69585713	0.542159307	0.485057382	0.613048063	0.0	0.594070279	0.834969389	0.791157613	0.839489424	1.011308766	1.068327764	0.591774088	0.734978885	0.458301802	0.550576595	0.542222427	0.588395606	0.592586221	0.561439519	0.731799542	2.094258881	0.398365506	4.85923216	0.733355737	0.626172218	0.481618132	0.3861925	0.55078125	0.14355469	-0.59765625	0.64453125	0.123046875	0.0058288574	-0.49609375	0.25195312	-0.063964844	-0.54296875	0.23046875	0.095703125	-0.40429688	-0.030761719	-0.051757812	0.73046875	-0.28710938	0.053955078	-0.18554688	-0.17285156	-0.057128906	0.22851562	-0.13574219	0.00013637543	-0.19433594	-0.44726562	-0.5078125	0.60546875	-0.265625	-0.796875	0.014709473	-0.265625	-0.60546875	-0.33789062	0.32617188	-0.23144531	0.06542969	0.08886719	-0.59375	-0.0005950928	0.35351562	0.7734375	-0.38476562	-0.73046875	-0.0048828125	0.3125	-0.08544922	-0.46875	0.625	0.5390625	-0.3203125	-0.043701172	0.4921875	0.296875	0.5859375	-0.19238281
GT_26300	5.235567283109174	99.40382364	99.80169861	99.62493238	99.62039577	99.59512308	99.47075983	99.55169773	99.7505846	100.0	99.66215541	99.55353571	100.0	99.57983193	100.0	99.71428571	97.82609938	100.0	99.77011609	99.13121781	98.46346835	99.53846154	100.0	99.61525373	96.97535819	99.67431744	99.58858176	99.39759036	100.0	99.90774692	99.56428781	99.75430098	99.6943805	99.79301541	98.99598388	99.58785276	99.71099033	99.36906625	98.97011725	99.45845354	99.47305041	99.49247375	99.5356478	99.66950847	99.54381816	99.68115859	99.58193349	99.68398982	99.51120124	98.96980299	99.05520589	99.31428231	98.45624198	99.55439103	99.79618408	99.79768891	99.1125163	0.5546875	0.12792969	-0.6484375	0.67578125	0.10449219	0.029541016	-0.49414062	0.25976562	-0.07128906	-0.53125	0.24902344	0.103515625	-0.34960938	-0.011413574	-0.06738281	0.74609375	-0.28710938	0.07861328	-0.19628906	-0.171875	-0.10205078	0.24121094	-0.14746094	-0.020874023	-0.20410156	-0.4296875	-0.53125	0.60546875	-0.24414062	-0.83984375	0.011474609	-0.25976562	-0.609375	-0.35351562	0.3359375	-0.22753906	0.051757812	0.08300781	-0.59765625	0.0061950684	0.38867188	0.76953125	-0.34570312	-0.7265625	-0.016357422	0.31640625	-0.08251953	-0.47070312	0.61328125	0.546875	-0.31054688	-0.05883789	0.49414062	0.29296875	0.5703125	-0.17382812
